etype,issuenote
3,Members of rival MDC factions clash after some parliament members follow Tsvangirai's order to boycott parliament while others do not.
1,Women of Zimbabwe Arise organize protest march to against human rights violations and to demand access to food supplies and an end to political violence in the country.
1,Women of Zimbabwe Arise protest to demand lower school fees.
3,MDC youth militants loyal to Tsvangirai attack an MDC lawmaker who is loyal to the rival faction led by Arthur Mutambara.
1,National Constitutional Assembly organized protest marches to demand a new constitution.
1,National Constitutional Assembly organized protest marches to demand a new constitution.
1,National Constitutional Assembly organized protest marches to demand a new constitution.
1,Residents of Harare march to demand mayoral elections after Mugabe removed the previous mayor from office.
1,Tsvangirai led a march to protest the political and economic climate in Zimbabwe.
1,Students protest increases in tuition fees.
1,Women of Zimbabwe Arise stage demonstrations demanding social justice and democratic reform.
1,Women of Zimbabwe Arise stage demonstrations demanding social justice and democratic reform.
1,MDC party attempted to hold a rally to announce Tsvangarai's presidential candidacy.
1,Save Zimbabwe Campaign organized a prayer meeting that was broken up by policing claiming it was an illegal meeting.
7,Police shoot opposition activist attending the funeral of a fellow activist who was shot and killed on March 11 by police.
3,"MDC supporters accused of bombing police camps, a passenger train and supermarket."
3,"MDC supporters accused of bombing police camps, a passenger train and supermarket."
3,"MDC supporters accused of bombing police camps, a passenger train and supermarket."
3,"MDC supporters accused of bombing police camps, a passenger train and supermarket."
7,Police raid night clubs and arrest youth in an alleged attempt to prevent dissent.
1,Save Zimbabwe Campaign held organized pro-democracy prayer meeting.
1,Women of Zimbabwe Arise stage a pro-democracy demonstration.
7,Police raid MDC headquarters to break up a routine party meeting to discuss party issues.
1,MDC supporters march to a rally to support Tsvangirai in the presidential elections and demand democratic reforms.
7,ZANU-PF militants attack independent election observers after the end of the presidential election.
7,ZANU-PF militants have torch homes of opposition supporters and engaged in general violence  and torture after the conclusion of elections.
7,Police raid MDC office and journalist headquarters.
1,War veterans march to show support for President Mugabe.
7,ZANU-PF militants invade white-owned farms and force owners off their land.
7,"Police raid the MDC headquarters, arresting and beating several hundred opposition members."
7,Police raid offices of independent election observers.
7,Police prevent Christians from gathering to worship.
3,MDC supporters are accused of attacking and killing ZANU-PF activists.
1,Women gather to pray  for peace during the upcoming presidential run-off.
7,War veterans attack US and British diplomats as they return from investigating political violence in northern Zimbabwe.
1,MDC supporters hold rallies to show support for Tsvangirai in the upcoming presidential run-off election.  ZANU-PF militants and police prevented a rally in Bulawayo from happening.  Youth ZANU-PF violently attempt to disband MDC supporters.
1,MDC supporters hold rallies to show support for Tsvangirai in the upcoming presidential run-off election.  ZANU-PF militants and police prevented a rally in Bulawayo from happening.  Youth ZANU-PF violently attempt to disband MDC supporters.
7,ZANU-PF militants attack white farmers in post presidential run-off election violence.
7,War veterans invade a wildlife conservancy demanding the owners vacate the property.
1,Women of Zimbabwe Arise demonstrate demanding a solution to the power sharing agreement so the government can begin to address the food crisis.
1,Crisis of Zimbabwe Coalition march to demand leaders come to a cabinet power sharing agreement.
7,ZANU-PF militants attack opposition supporters due to the inability to produce a power sharing agreement between the parties.
1,National Constitutional Assembly organized nationwide protest marches to demand a transitional government and new elections.
1,Women of Zimbabwe Arise hold marches to bring attention to Zimbabwean refugees.
3,ZANU-PF and war veteran leaders protest a meeting between Mugabe and Tsvangirai to discuss the new constitution.
1,Zimbabwe National Students Union held a rally to protest a decision to increase tuition fees.
1,At least 4000 Anglicans hold an open air protest service to complain about police harassment.
1,A small group of women protest against power outages and prices.  The women are arrested.
7,Police raid an office of GALZ and arrest several members of the organization.
7,Mugabe loyalists loot white farms.  A black farm foreman is beaten by white farmers.
1,About 300 teachers protest to demand higher pay.
1,600 activists march against police misconduct.  Many are beaten and arrested.
7,Youths and women chanting pro-Mugabe/ZANU-PF slogans storm the MDC-led Harare city council.  Armed riot police stand by and do not intervene.
7,Supporters of ZANU-PF raid and loot a tourist facility.
7,Pro-government thugs ransack and set fire to an MDC district official's office.
7,"Pro-government mobs chant slogans as they roam a township, assaulting residents and storming homes, while demanding the lifting of Western economic sanctions."
7,"Protesters chanting slogans from the ZANU-PF trash stalls owned by hawkers from elsewhere in Africa at a flea market, looting phones, electronics, and clothing.  This occurs after the pro-Tsvangirai city council awards a car parking contract to a South African firm."
1,A protest group manages to get through a police blockade to deliver messages calling for peaceful reform at the parliament building.  Police ignore shouted orders to attack with tear gas and batons.
1,Thousands organized by the ruling party rally against Western sanctions.
7,Police raid and arrest members of an opposition political party as they were meeting to discuss what they could learn from the North African uprisings.
7,Police and youths attack a ceremony held in honor of slain opposition party activists.
1,The Christian Alliance group organizes a daylong vigil to pray for peace.  They are attacked by police with tear gas.
7,Pro-government youths attack an MDC rally.
7,Six policemen were accused of beating a mineworker to death during a theft investigation.
7," attacked MDC-T members during a rally, MDC-T supporter stoned to death in attack. Police did not take action to stop attack."
7,Police assaulted and detained 44 members of GALZ during raid as they convened to launch report on gay rights violations.
7,Police indiscriminately carried out random beatings and whippings as they sought to arrest solicitors with ties to Mugabe who had clashed with police and army.
7,About 20 soldiers engaged in revenge attacks after mini-bus solicitors who enjoy relative impunity due to Mugabe ties beat two soldiers.
1,Pro women group demonstrates for women's rights and access to resources
1,Pro women group demonstrates for women's rights and access to resources
7,ZANU-PF supporters firebombed officials for MDC
1,MDC demonstrate police crackdowns
7,Zanu-PF supporters attacked MDC canvassing group
7,ZANU-PF kidnapped oppsition figure
7,ZANU-PF arrested opposition figures
7,ZANU-PF attacked MDC members while campaigning
1,Cricketers stage a sit-in and strike again over unpaid wages and bonuses.
1,Youths protest calling for the president to create jobs.
1,"MDC members protest, demanding jobs."
7,Police are filmed beating street vendors and then attack and arrest the journalist who recorded the incident.
7,"A human rights group, describing Malawi as despotic and brutally repressive, said today that police there killed more than 20 protesters in a previously unreported massacre."
7,Zimbabwe's human rights watch group and trade unions on Wednesday protested the arrest and detention without trial of a promininent Malawi opposition politician Chifukwa Chihana and five others.
7,"Kanyanya said that since anti-government riots in May in which up to 38 people died, 40 more people had been killed and more than 2,000 detained."
7,"A relative of a prominent political prisoner in Malawi has been arrested himself after appealing publicly for the release of his father-in-law, Western diplomats said Sunday."
1,A group of opposition demonstrators were remanded on bail until February 1 on charges of unlawful assembly when they appeared in a Malawi court Wednesday.
1,"Malawi police Sunday cancelled a big opposition rally, to the fury of thousands of multi-party advocates who had converged at a Blantyre stadium in the wake of a referendum that backed multi -party democracy."
1,"Workers at Malawi's state electricity supply firm, who had threatened to cut off supplies to the entire country if their demands for a 95 percent pay rise were not met, Monday staged a peaceful demonstration instead."
1,"A crack police unit saved Home Affairs Minister Gwanda Chakuamba from stoning by members of the opposition United Democratic Front party after he addressed a rally of the ruling Malawi Congress Party, witnesses said Tuesday."
7,"Aged former dictator Kamuzu Banda, who ruled Malawi with an iron fist for 30 years, was put under house arrest Thursday and will face trial within weeks for the 1983 murder of four political rivals."
1,"Outside the courthouse, officials of Banda's Malawi Congress Party persuaded several hundred of his supporters to break up a noisy protest during which they had demanded the deaths of prosecutors."
1,"Senior British defence lawyer Clive Stanbrook was raised shoulder high as celebrations also broke out in the streets of city, which took on a carnival atmosphere as heavily-armed riot police with dogs tried to maintain control."
3,The run-up to the by-election saw bloody clashes between supporters of the ruling United Democratic Front of President Bakili Muluzi and the main opposition Malawi Congress Party of ex-president Hastings Kamuzu Banda.
1,After the hearing police struggled to prevent about 100 banner-waving supporters of Banda's opposition Malawi Congress Party from invading court precincts. They were chanting support for the three accused.
7,"At least 10 soldiers raided a newspaper office and smashed computer, photographic and printing equipment, evidently to protest ''negative'' reporting on the military, the owners said Friday."
7,"A group of more than 100 ruling party supporters stormed the offices of a newspaper owned by the opposition Malawi Congress Party and threatened staff with knives and clubs, the newspaper reported Friday."
3,Five supporters of Malawi's opposition Alliance for Democracy (Aford) were arrested by police after they threw stones at a rally for President Bakili Muluzi in northern Karonga district.
3,"Opposition supporters in Malawi have burned down several mosques and houses belonging to members of the ruling United Democratic Front (UDF) in continuing post-election violence, witnesses said Sunday."
3,"Opposition supporters in Malawi have burned down several mosques and houses belonging to members of the ruling United Democratic Front (UDF) in continuing post-election violence, witnesses said Sunday."
3,"Opposition supporters, alleging vote rigging, went on a rampage Friday in northern Malawi after unofficial results in the nation's elections gave President Bakili Muluzi an edge, police said."
3,"Opposition supporters, alleging vote rigging, went on a rampage Friday in northern Malawi after unofficial results in the nation's elections gave President Bakili Muluzi an edge, police said."
3,"Opposition supporters, alleging vote rigging, went on a rampage Friday in northern Malawi after unofficial results in the nation's elections gave President Bakili Muluzi an edge, police said."
7,"Two journalists from Malawi's main opposition Daily Times newspaper, were arrested at the weekend over a story calling on the military to oust President Bakili Muluzi's re-elected government."
1,"Scores of opposition supporters were injured or arrested when riot police broke up a protest against the results of the June 15 elections, narrowly won by President Bakili Muluzi's ruling party."
7,"An Eritrean who died in the custody of Malawian officials at the weekend was killed by gunshots, a government official charged here Monday, contradicting Malawi's explanation of the death."
3,"Riot police were called to quell violence in Malawi's administrative capital Lilongwe on Monday when scores of tobacco growers staged a protest over low auction prices, witnesses said."
1,Riot police fired teargas to break up a peaceful demonstration of about 30 people against draconian economic reform policies imposed by the World Bank and the International Monetary Fund (IMF).
1,"About 40 riot police in a Malawi's biggest city, Blantyre, used teargas Monday to break up an opposition rally in a politically volatile, densely populated township."
7,"A Malawian legislator has been beaten by young supporters of his own party for his ties to a group that opposes a third term for President Bakili Muluzi, the group said Wednesday."
1,"Malawi's upstart opposition party has finally staged a rally in the country's largest shantytown, almost a month after police defied a court order and crushed an earlier demonstration, the party's leader said Monday."
7,Street vendors and riot police fought Friday morning in Malawi's capital after the government destroyed the vendors' stalls and carted off their property during the night.
7,"A mob attacked a van being used by opposition party supporters to announce a political rally, and beat up three of its occupants, police said Sunday."
7,"Malawi's controversial Muslim leader Sheik Abdul Hamid Bughdad el-Banna, who has sharply criticised President Bakili Muluzi, was attacked early Wednesday in his home, police and hospital officials said."
7,A Malawian journalist said he was beaten by several young supporters of Malawi's ruling United Democratic Front for writing critical articles on the government.
1,A leading Malawian opposition leader pleaded innocent Wednesday to charges of treason as thousands of his supporters chanted their support in the streets outside.
7,"A dozen heavily armed riot police on Wednesday searched the home and office of a prominent university of Malawi researcher in in Zomba, near the commercial capital of Blantyre."
1,"Malawi's tobacco on Thursday sold for 1.80 dollars a kilo, fetching the highest price ever in three years but farmers were still unhappy claiming the prices were still low for the good leaf on offer."
1,"Malawi's tobacco on Thursday sold for 1.80 dollars a kilo, fetching the highest price ever in three years but farmers were still unhappy claiming the prices were still low for the good leaf on offer."
1,"About 3,000 ruling party supporters demonstrated outside a newspaper publisher's offices Monday to protest its printing of articles opposing a thrid term in office for the country's president."
1,"a bigger, historic prayer crusade involving Catholics and Protestant churches would be launched Sunday, the first time that the two churches would come together to oppose a political move."
7,"Heavily-armed riot police on Thursday halted a community debate on a controversial bill that would allow President Bakili Muluzi to stand for a third term in 2004, the debate's organizers said."
7,"Malawi police have banned an inter-denominational prayer crusade scheduled for Saturday in the country's major cities, just over a week after they blocked a public debate here on President Bakili Muluzi's controversial bid for a third term."
3,"Police used tear gas and rubber bullets Monday to disperse members of rival camps of Malawi's main opposition party which clashed outside of the High Court wielding machetes, axes, and stones."
7,"Chakuamba, the leader of the main opposition Malawi Congress Party, was arrested Sunday along with his personal secretary, Grace Mhango, and parliamentarians Demster Chikhawo and George Lowe were arrested Monday morning."
1,"A Malawi opposition official has been charged with a traffic offence after he organised a noisy protest against a bill that would allow President Bakili Muluzi to run for a third term, court officials said Wednesday."
1,"Malawi riot police on Friday fired teargas to stop a protest march in Blantyre, the commercial capital, against a third term bid by President Bakili Muluzi, after rival supporters were headed for a clash."
1,Malawi's powerful lobby group of mainly Christain churches Sunday called for demonstrations against President Bakili Muluzi's bid to stand for a third term in office.
1,Malawi's powerful lobby group of mainly Christain churches Sunday called for demonstrations against President Bakili Muluzi's bid to stand for a third term in office.
1,Malawi's powerful lobby group of mainly Christain churches Sunday called for demonstrations against President Bakili Muluzi's bid to stand for a third term in office.
7,"More than 4,000 UDF supporters, some carrying stones, machetes and knives, broke all the windows of the university's library."
7,"A group of Malawi's Young Democrats, the youth wing of President Bakili Muluzi's ruling party, on Tuesday beat up four people outside a magistrate's court here, seriously injuring a woman."
1,"Around 18 supporters of rival political parties were injured at the weekend in central Malawi when police fired teargas to break up clashes between government and opposition supporters, officials told AFP Monday."
3,Several people were injured by flying crates and furniture and thousands of dollars worth of property was destroyed Monday when violence erupted at a convention to select the presidential candidate for the main opposition party in Malawi.
7,Militant youths allied with Malawi's ruling party attacked a newspaper photographer Monday outside the party's national congress.
1,"Two people were wounded when Malawi riot police fired live rounds at a crowd to stop a rally by opposition parties in Blantyre, an opposition spokesman said."
1,"Police have arrested 46 student protesters from the University of Malawi after they clashed with riot police during a demonstration, a police officer said Sunday."
1,"Earlier Saturday, security forces fired tear gas to disperse more than 1,000 demonstrators protesting the delay in announcing results from Thursday's parliamentary and presidential elections."
3,"A Malawi High Court issued an injunction Monday preventing the questioning of former Malawi President Bakili Muluzi about allegations that 1.4 billion kwacha (US$12 million, [euro]10 million) in donor funds were diverted to his personal account"
1,"Human rights groups in Malawi on Thursday protested a planned visit by Zimbabwe President Robert Mugabe, who is accused of widespread abuses in his economically troubled country."
3,"Thousands of street vendors and anti-riot police clashed in street battles in Malawi's commercial capital, Blantyre, Monday as the vendors protested government efforts to evict them."
1,"Up to 10,000 villagers were mobilised by Malawian President Bingu wa Mutharika's party here Tuesday to pressure an opposition-dominated parliament to stop blocking a budget vote."
1,A coalition of Malawian church leaders and human rights activists held a candlelit vigil and prayers Thursday to beseech God to intercede in the deteriorating human rights and political situation in Zimbabwe.
1,Malawian rights activists on Tuesday staged a peaceful march in a bid to pressurise the opposition to drop demands to expel 41 lawmakers and instead debate the budget of the impoverished country.
1,"Opposition parties hold a rally over term limits, and speakers are later jailed"
1,"A top arts group organizes a protest to remember Malawians who died fighting for independence.  The march is disrupted by police, who accuse Norway of funding the arts group."
1,"About 2000 women staged a protest against the recent string of attacks against women wearing trousers by a gang of unemployed young men and apparent street vendors.  The gang, which was arrested earlier in the week, would strip and rob women in pants."
1,"Lawyers marched around the judicial buildings in support of the judicial clerks currently on strike, to demand the pay raises they were promised in 2006 and 2009."
1,"The Public Affairs Committee staged a meeting and protest in a church in Limbe, outside Blantyre to circumvent the ban on their gathering.  The protest criticized and called for the resignation of  President Bingu wa Mutharika while discussing potential economic and political reforms."
1,Children protesting the closure of schools in response to Malawi Civil Servants strike for higher wages
1,"Protests over the presence of the English cricket team, which is playing in South Africa even despite sanctions against it.  Police use tear gas."
3,"Black factional violence between the ANC and Inkatha Freedom Party in Natal province.  Nationwide, Indians come under attack by blacks, especially in the area around Durban."
1,"15,000 white Conservative Party supporters protest government decision to free Mandela and legalize the ANC."
1,Supporters of the white anti-apartheid Democratic Party and the black United Democratic Front hold a joint protest to express racial solidarity.
1,Protest of unknown size over food prices in which 50 are arrested.
1,700 ANC supporters gather to commemorate the deaths in the recent violence in Kathlelong.
1,"ANC demonstration.  Police open fire, killing 10."
3,Racial clash at a gold mine.
1,250 white supremacists march to protest the detention without charge of two whites.
1,"Black supporters of ANC stage dozens of rallies across the country to commemorate the 1976 Soweto uprising.  20,000 pack into a Soweto stadium.  Police use tear gas in Johannesburg and in Natal."
1,Women's League protests against alleged government and police bias in recent ethnic violence.
1,The ANC holds rallies and protests in 3 major cities to put pressure on the government over reform and the ongoing violence in the black townships.
1,The ANC holds rallies and protests in 3 major cities to put pressure on the government over reform and the ongoing violence in the black townships.
1,The ANC holds rallies and protests in 3 major cities to put pressure on the government over reform and the ongoing violence in the black townships.
1,3000 neo-Nazi supporters rally against the ANC and declare that there will be war if blacks take over the government.
1,"40,000 people rally at a soccer stadium at the end of an ANC legal conference in Soweto.  3000 neo-Nazi supporters rally against the ANC in Bethal."
1,"10,000 protesters organized by ANC march in front of parliament to demand further reforms."
3,Police and ANC supporters battle in Daveyton.
1,1000 ANC activists march on Parliament to protest apartheid.
1,"Thousands of ANC supporters protest for jobs, peace, and freedom."
1,"Thousands of ANC supporters protest for jobs, peace, and freedom."
1,"Thousands of ANC supporters protest for jobs, peace, and freedom."
1,"Thousands of ANC supporters protest for jobs, peace, and freedom."
1,65 prisoners begin hunger strike to demand Bophuthatswana  be re-incorporated with South Africa.
1,5000 teachers march to protest educational conditions.
3,Hundreds of armed neo-Nazis and sympathizers try to gate crash a hall where the President is addressing followers.  They protest his reform policies toward blacks and clash with security forces.
1,"Gunmen ambush members of the Inkatha Freedom Party  marching through the Tokoza township, triggering revenge attacks in Soweto.  Violence rages for several days in the Johannesburg area townships."
1,"Gunmen ambush members of the Inkatha Freedom Party  marching through the Tokoza township, triggering revenge attacks in Soweto.  Violence rages for several days in the Johannesburg area townships."
1,ANC stages protest to demand the government house 500 squatters made homeless by the recent township violence.
1,3500 doctors protest against the Value Added Tax.
1,83 members of COSATU stage a hunger strike after being arrested during the general strike of Nov. 4-5.
3,A mob of 10 ANC supporters kills a PAC supporter.
7,Police allegedly kill a black youth.
1,130 AZAYO members picket a Paul Simon concert
1,100 AZAYO members picket a Paul Simon concert
1,ANC stages a protest to commemorate the Soweto Uprising of 1976.  9 are shot dead in clashes between ANC and Inkatha Freedom Party.
1,"15,000 unionists protest to demand a living wage and calling for the toppling of the government.  Police open fire, 9 die."
1,"100,000 black march with Mandela to demand the toppling of the government."
1,ANC stages a 6000 strong protest march to a police station.
1,"ANC stages a protest march in Bisho (capital of Ciskei), calling for the toppling of that homeland's government.  Security forces open fire on the march, killing 23."
1,400 white supporters of the liberal Democratic Party march to demand negotiations to end the ongoing political violence.
1,"10,000 Zulu members of Inkatha Freedom Party march through Johannesburg, protesting the government and the ANC."
1,PAC supporters protest and then hurl rocks and throw up roadblocks to protest South Africa's harassing of people crossing the border from the independent Transkei region into South Africa proper.
1,A white man kills 2 blacks at an ANC protest march.  Further details unknown.
1,Tens of thousands of Inkatha Freedom Party supporters march to police headquarters to protest the 280 Inkatha Freedom Party office bearers killed in political violence since 1985.
1,"An ANC protest marches past an Inkatha Freedom Party hostel in Thokaza, triggering a clash in which 67 die.  100 are killed in nationwide violence between the two factions."
1,"An ANC protest marches past an Inkatha Freedom Party hostel in Thokaza, triggering a clash in which 67 die.  100 are killed in nationwide violence between the two factions."
1,"An ANC protest marches past an Inkatha Freedom Party hostel in Thokaza, triggering a clash in which 67 die.  100 are killed in nationwide violence between the two factions."
1,"Inkatha Freedom Party supporters conduct a funeral processes ion through an ANC held street.  When gunfire erupts, Inkatha Freedom Party supporters drag an ANC supporter from a house and spear and shoot him to death."
1,"Blacks try to march in order to commemorate Soweto Day, but are blocked by police, who open fire and kill one.  The local ANC calls for a black boycott of white businesses."
1,"The PAC stages small protest outside the democracy talks, assailing the right wing raid on the talks the week prior and to present a memorandum to the negotiators."
1,"Rival demonstrations by the AWB (Afrikaner Resistance Movement) and the ANC pass each other in the street.  They denounce ongoing violence, and make claims about democratization."
1,"40,000 people stage a peace rally organized by Christian churches."
1,"Thousands take the streets in Johannesburg, Tokoza, Pretoria, and Cape Town to protest for peace.  Millions across the nation observe five minutes silence, organized by the ANC."
1,Hundreds of people march through a township to call for peace after the murder of an American scholar/peace worker.
7,"The army raids a APLA hideout, killing 5."
1,Neo-Nazis protest around the country about the end of Apartheid.
1,Thousands of union workers protest against provisions in the newly proposed constitution.
1,3000 protesters organized by the ANC march on the democracy negotiations at the World Trade Center to demand that police riot squads be removed from East Rand townships.
1,Armed members of Inkatha Freedom Party besiege a stadium where Nelson Mandela of ANC is speaking to a rally.  Mandela calls for the end of black homelands and vows to abolish the KwaZulu regional police.
1,20 ANC protesters heckle the president during his first campaign speech.
3,"ANC supporters throw stones at the President during a campaign speech, hitting him with a flying projectile."
1,"ANC and PAC supporters demonstrate after a rally by the President.  They begin throwing rocks at the police, who break up the disturbance with rubber bullets."
3,200 National Party supporters throw stones and bottles at ANC supporters during a rally by Nelson Mandela.
1,"A tense stand-off/protest ensues between ANC and Inkatha Freedom Party supporters ahead of an ANC rally.  The situation nearly turns into a riot, but police keep them apart with tear gas."
1,Tens of thousands of ANC supporters march to demand free electioneering and to show ANC support in the traditional Zulu stronghold.
1,"Thousands of Zulus organized by the IFP march to protest the upcoming election.  ANC guards fire on them, killing many.  ANC and Zulus battle across the city.  Fighting continues for several days."
7,"Soldiers open fire on IFP supporters, killing 1."
1,More than 1000 workers march to protest police action against pickets and in support of ongoing strikes.
1,400 demonstrators protest outside the headquarters of South African television over the broadcast of a program that shows the Inkatha party in a bad light.
1,"Protests escalate to riots.  Clashes with police occur.  Residents demand a flat rate for services and rent, that electricity arrears be written off, and the Noorgesig be merged with Soweto."
1,Members of the ANC's former armed wing demonstrate outside ANC headquarters to demand higher pay and better integration into the armed forces.
1,"Police protest over their pay, sparking a gun battle with government forces that leaves 1 dead."
1,Prisoners across the country start hunger strikes and work go-slows to demand amnesty.
1,"20,000 supporters of the IFP march on the anniversary of elections to demand ethnic autonomy.  4 are killed in attacks as marchers return home to Umlazi."
1,"20,000 supporters of the IFP march on the anniversary of elections to demand ethnic autonomy.  4 are killed in attacks as marchers return home to Umlazi."
1,"COSATU organizes a march of 50,000 to show strength in the ongoing negotiations over the Labor Relations Act."
1,"The IFP stages a 40,000 strong march to demand Zulu autonomy, and part of the crowd clashes with police."
1,"Human rights activists demonstrate in front of the Nigerian consulate to protest the execution of Ken Saro-Wiwa, an activist in Nigeria."
1,"10,000 Zulu nationalists march to protest against the ANC led government on the anniversary of pre-election massacre in 1994.  A similar protest occurs in Umlazi, where an attack on a train kills 4."
1,"10,000 Zulu nationalists march to protest against the ANC led government on the anniversary of pre-election massacre in 1994.  A similar protest occurs in Umlazi, where an attack on a train kills 4."
7,"Police make a weekend arrest sweep, and shoot and kill one."
1,A white militant stages a hunger strike to protest for immediate release from prison.
1,A vigilante group marches to the home of drug lord Rashaad Staggie and then kills him.
3,"Rival unions battle in an underground mine.  Violence is ascribed to the fact that NUM supports the ANC, while the UWUSA supports the Zulu nationalist IFP."
1,"NUM stages a demonstration marking the 50the anniversary of a strike in which 12 died.  They demand higher wages from the Chamber of Mines, a body of coal and goal mine companies."
1,"10,000 gays and lesbians march through the streets to demand greater rights."
1,Hundreds of anti-crime protesters demonstrate against drug dealers.
1,500 protesters rail against the government for not doing enough to combat drug dealing.  Police fire rubber bullets and use batons.  1 dies.
1,"Mixed race people protest against discrimination of ANC government, rents, rates, and utility fees.  Protest escalates to riot, police use tear gas."
1,Student protests turn violent as they protest against government plan to cut state subsidies to tertiary institutions.
1,Student protests turn violent as they protest against government plan to cut state subsidies to tertiary institutions.
1,Student protests turn violent as they protest against government plan to cut state subsidies to tertiary institutions.
1,Student protests turn violent as they protest against government plan to cut state subsidies to tertiary institutions.
1,"COSATU protesters prevent trucks from crossing the border into Swaziland, enforcing a blockade in support of a general strike by workers in Swaziland."
1,"COSATU protesters prevent trucks from crossing the border into Swaziland, enforcing a blockade in support of a general strike by workers in Swaziland."
1,COSATU stages a protest against crime and calling on the government to take greater action against it.
1,"Thousands of Zulus march to condemn a massacre in 1994.  As the march disperses, gunfire erupts and 2 die."
1,Hundreds of thousands of unionists march to protest government labor policies.
1,Hundreds of thousands of unionists march to protest government labor policies.
1,Hundreds of thousands of unionists march to protest government labor policies.
1,Hundreds of thousands of unionists march to protest government labor policies.
1,Hundreds of thousands of unionists march to protest government labor policies.
1,Hundreds of thousands of unionists march to protest government labor policies.
1,"50 COSATU militants protest outside the Indonesian embassy, in protest over a visit by Indonesian president Suharto."
1,Protest march against warring gangs involved in drug dealing.  The police disperse with tear gas and rubber bullets when the marchers refuse to be searched.
1,About 50 PAC protesters turn up to protest a visit by US President Bill Clinton.
1,Hundreds of Muslims of the Qibla organization protest against Israel on the 50th anniversary of that state's founding.
1,500 people of the Muslims Against Global Oppression protest against the United States.
1,About 30 protesters of a small right wing party protest at the British embassy during a visit by Tony Blair.  They demand an apology for the Boer Wars.
1,About 200 Muslims protest against the US and the UK for ongoing airstrikes against Iraq.  Police use tear gas and rubber bullets.  1 dies when he is struck in the head by a rubber bullet.
1,Muslim groups protest against the death of one of their own during protests on Jan. 8.
1,"A large rally of 20,000 people is held.  It erupts into violence when UDF protesters clash with ANC supporters and the police.  Police fire rubber bullets into the march."
1,UDM fighters chase about 700 ANC supporters out of the town.
1,ANC demonstrators prevent IFP candidates and New National Party candidates from speaking and holding rallies.
1,ANC demonstrators prevent IFP candidates and New National Party candidates from speaking and holding rallies.
1,ANC supporters interrupt a UDM rally and shout down the speaker.
1,Almost 1000 ANC supporters take over a UDM rally.
1,"The NNP and the DP form a coalition in Western Cape to keep the plurality party, the ANC, out of power in the province.  ANC supporters march on the provincial legislature and then riot, attempting to storm the legislature."
1,300 AIDS activists protest at the US consulate to protest against the high price of drugs from the US.
1,"1000 laid off miners protest against Britain, which has sold off 25 tons of gold and depressed the world gold price."
1,"5000 miners and mine owners demonstrate against the Swiss and British decision to sell gold reserves, depressing the world gold price."
1,"Massive protests of 50,000 people all around the country, demonstrating in favor of wage increases and threatening strike actions."
1,"Unknown number of students protest against the management of a technical university, expressing solidarity with other workers who have had issues with management.  The protest escalates to a riot."
1,About 1000 IFP supporters march to protest the denial of amnesty to IFP members from the government's Truth and Reconciliation Committee.
7,Police fire live rounds and teargas at a crowd of 2000 at a racially charged funeral.
1,"Dozens of Afrikaner protesters demonstrate against a state visit by the Queen, demanding that Britain apologize for the Boer War."
1,500 Muslims of Qibla protest in front of the US and Russian consulates while condemning Russia's actions in Chechnya.
1,16 jailed members of PAGAD begin a hunger strike protesting the persecution of Muslims in South Africa.
1,200 people march to Parliament to protest the government's low key response to unrest in Zimbabwe.
1,Bus drivers march to the Western Cape provincial parliament to demand government action to end a turf war between taxi drivers that has killed two bus drivers.
1,A small group of protesters demonstrates against a visit by the chief of the IMF.  Numbers unknown.
1,"20 activists from Act Up protest against the WHO, accusing it of selling out to pharmaceutical companies."
1,The all white MWU protests against the government's affirmative action policies.
1,The ANC organizes about 100 protesters to demonstrate against Israel.
1,"About 2000 Muslims protest Israel's actions during the Palestinian uprising.  After the march, a pro-Palestinian mob breaks off the from the main body and attacks a McDonald's restaurant."
1,"The SACP organizes protests around the country against the banks, alleging that they are not doing enough to fight poverty."
1,Religious leaders organize a march of 2000 men to protest violence against women and children.
1,Trade unionists demonstrate at the border crossing to push for democracy in Swaziland.
1,"ANC protesters claim that the Democratic Alliance is carrying out community uplift programs only in areas where their supporters live.  The protesters begin throwing rocks at the police, who respond with live ammunition, wounding 5."
1,Trade unionists protest against privatization.
1,Trade unionists protest against privatization.
1,"Hundreds of taxi drivers protest against the restructuring of their industry, in which vans will be replaced with mini-buses, throwing thousands out of work."
1,Tens of thousands organized by COSATU protest in favor of wage increases and an end to privatization.  Some also protest against the US decision to boycott the Durban conference on racism.
1,15000 people of the organization Muslim South Africans protest against Israel's handling of the Palestinian uprising and against the US decision to boycott the Durban racism conference.
1,An Afrikaner group demonstrates against the killing of thousands of white farmers as a result of racial violence.
1,3000 men organized by Anglican bishops protest against rape and domestic violence against women and children.
1,IFP protest organized to protest against legislation that allows lawmakers to defect to other parties.  The protest turns violent and one man is wounded by a gunshot.
1,The LPM marches to demand the end of the forceful removal of people from land.  Police arrest many.
1,500 protesters of the APF demonstrate against globalization and privatization. Police use stun grenades.
1,12 Greenpeace activists attempt to scale a building near a nuclear power station to protest nuclear power in Africa.
1,"At least 10,000 protesters march in Alexandra to protest against globalization, the environment, and the United States during a UN summit on the environment."
1,5 Greenpeace activists protest at an oil refinery in Durban.
3,300 demonstrators burn tires and block traffic to protest against city authorities that are evicting people for failing to pay rent.
1,Protests against the upcoming Iraq War.
1,Protests against the upcoming Iraq War.
1,An activist group stages a sit in to protest government actions surrounding the AIDS epidemic.
